2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01
TLS,NCM,RIO,ANZ,CBA,CBA,NCM,NCM,WOW,NCM,WOW,NAB,WOW,WES,WOW,RIO,WOW,WES,RIO,WES,CSL,RIO,RIO,WES,URW,CSL,RIO,RIO,URW,CSL,URW,RIO,RIO,RIO,CDU,NWH,PIR,DCG,WTF,WTF,NWH,NWH,BCI,MXG,HZN,RSG,AGO,TOX,SXY,RCR1,UGL,RCR1,SEA,PBG,TEN,TEN,ARI,TEN,A2B,MSB,CCP,BPT,MSB,CVO,OFX,WHC,MND,GWA,GXL,REG,VRT,GXL,NSR,GXL,WSA,GOZ,HT1,REG,GTY,FXL,TGR,GOZ,GOZ,IFN,SWM,GTY,API,EHE,GOZ,NSR,AHG,GOZ,GOZ,SIG,BAL,TGR,EHE,ASL,ECX,PGH,GXY,ELD,EHE,ORE,PNI,MYX,NHC,NWL,NWL,SXL,NEA,DHG,HUB,HUB,TGR,GEM,SSM,PRN,SFR,CUV,CUV,CUV,SIQ,MND,OBL,MND,SPK,SKC,RBL,APX,EML,KLS,CDA
NCM,TLS,NAB,WBC,BHP,BHP,WOW,WOW,NCM,RIO,RIO,ANZ,TLS,TLS,TLS,WES,TLS,WOW,WES,WOW,WES,CSL,WES,WOW,CSL,RIO,CSL,CSL,CSL,WES,CSL,CSL,CSL,CSL,SDL,CDU,SLX,WTF,ERA,BRU,BRU,ASL,MXG,CCP,NXT,MYX,TRS,RCR1,RCR1,SKE,AGI,SKE,CWP,BKN,AGI,DLS,TGA,ARI,DLS,AWE,HT1,SHV,A2B,OFX,ASB,MND,WSA,GOZ,JHC,TGR,NSR,TGR,TGR,GTY,GOZ,WSA,GXL,HT1,REG,ACX,API,TGR,API,GTY,IFN,TGR,AHY,GOZ,IFN,GOZ,CNU,API,TGR,CLW,TGR,RSG,ASL,DHG,EHE,DHG,PGH,SIG,PGH,PGH,ORE,NHC,EHE,NHC,NHC,NEA,ORE,MYX,WSA,MYX,SSM,SKC,MMS,SSM,TGR,RSG,SFR,GWA,GOZ,GOR,SPK,NEA,OBL,SPK,NEA,URW,SBM,PNV,CIM
WOW,WOW,ANZ,CBA,,,TLS,RIO,RIO,WOW,TLS,WBC,NAB,NAB,NAB,WOW,NAB,TLS,WOW,TLS,WOW,WES,WOW,TLS,RIO,WES,WES,WES,WES,WOW,WES,WES,WES,WES,SBM,SMX,EWC,EWC,SLX,NWH,SMX,BRU,MML,PDN,BCI,BDR,RSG,MGX,AGI,SXY,SKE,UGL,SKE,RRL,VAH,VAH,BBG,TGA,ARI,TEN,WHC,A2B,WHC,AAC,WHC,SVW,NSR,AHY,PRG,HT1,TGR,GOZ,GTY,GOZ,EHE,EHE,GOZ,JHC,JHC,GTY,HT1,API,RFG,TGR,GOZ,SWM,TGR,API,TGR,TGR,GTY,AHG,ECX,RSG,DHG,DHG,SWM,EHE,PGH,SIG,SIG,ALG,SIG,PNI,PGH,HUB,DHG,WSA,JIN,WSA,WSA,HUB,ORE,WSA,WSA,SSM,GWA,SIQ,SSM,SIQ,GNC,PRN,WGX,SPK,KGN,GEM,KGN,MND,MND,SPK,SKC,SBM,PTM
RIO,RIO,WBC,BHP,,,RIO,TLS,TLS,TLS,NAB,CBA,ANZ,ANZ,ANZ,TLS,ANZ,NAB,TLS,NAB,TLS,WOW,TLS,NAB,WOW,WOW,WOW,WOW,WOW,TLS,WOW,WOW,WOW,WOW,ERA,DCG,ASL,SLX,SMX,SLX,ASL,SDL,EVN,MML,TRS,NXT,NWH,AGI,MYX,MYX,SEA,MRM,MRM,TEN,PBG,PDN,TEN,PDN,TEN,A2B,KAR,KAR,PRG,CCP,MSB,WSA,SHV,FXL,IPH,IFN,GOZ,REG,ISD,AAC,SKT,ACX,EHE,WSA,ACX,EHE,VRT,GTY,GTY,RFG,GTY,API,IFN,TGR,SWM,EHE,GOZ,GTY,WSA,TGR,SIG,API,DHG,WSA,WSA,API,ALG,WSA,PNI,EHL,PLS,OML,OML,EHE,SXL,MYX,HUB,PRN,JIN,PNI,MMS,MMS,SKC,GWA,PRN,SSM,GWA,GNC,GWA,OBL,WGX,KGN,MND,NEA,GUD,MSB,RBL,SPK,ABC
NAB,NAB,CBA,,,,NAB,NAB,NAB,NAB,ANZ,BHP,WBC,WBC,WBC,NAB,WBC,ANZ,NAB,ANZ,NAB,TLS,NAB,ANZ,WES,TLS,TLS,TLS,TLS,NAB,TLS,TLS,TLS,TLS,BLY,ERA,SMX,SMX,ASL,ACR,SLX,SMX,WTF,TRS,NWH,TRS,BDR,EVN,SEA,SEA,WPP,WPP,RCR1,AGI,CWP,CWP,PDN,CWP,TGA,SGH,MSB,MSB,KAR,WSA,CCP,CVO,FXL,SHV,SHV,GXY,IPH,ISD,GXL,ISD,AAC,SKT,WSA,SKT,GXL,JHC,GXL,RFG,AAC,API,MYR,IFN,GTY,GTY,INM,AHY,API,TGR,SIG,API,API,SIG,API,EHL,SWM,WSA,SWM,PGH,EHL,API,API,EHE,PNI,MYX,HUB,PNI,SXL,JIN,PNI,ORE,SKC,AVH,OML,TGR,BVS,BVS,SIQ,SFR,PRN,NWH,NWH,RBL,NEA,OBL,KGN,GUD,MND,URW,SBM
ANZ,ANZ,BHP,,,,ANZ,ANZ,ANZ,ANZ,WBC,,CBA,CBA,CBA,ANZ,CBA,WBC,ANZ,WBC,ANZ,NAB,ANZ,WBC,TLS,NAB,NAB,NAB,NAB,ANZ,NAB,NAB,NAB,NAB,PRU,NST,NST,SLR,SLR,SDL,SDL,SLX,NXT,NWH,MML,NWH,LYC,MYX,LYC,LYC,LYC,SEA,WPP,MXG,BKN,SXY,CWP,DLS,CWP,PDN,LNG,LNG,SHV,VRL,CVO,PRG,VRL,PRG,ASB,GXL,REG,VRT,GOZ,JHC,ACX,ORE,SKT,GXL,WSA,REG,FXL,HT1,JHC,JHC,TGR,GXL,GXL,SWM,GTY,INM,TGR,ASL,GTY,WSA,WSA,WSA,EHL,SWM,AHG,ALG,WSA,SWM,GXY,WSA,ECX,ORE,SXL,PNI,ORE,HUB,JIN,GEM,NHC,JIN,COE,WSA,ORE,AVH,SIQ,SFR,RSG,ASB,ASB,GEM,GEM,ASB,RBL,KGN,MSB,SBM,SPK,MND,PNV
WBC,WBC,,,,,WBC,WBC,WBC,WBC,CBA,,BHP,BHP,BHP,WBC,BHP,CBA,WBC,CBA,WBC,ANZ,WBC,CBA,NAB,ANZ,ANZ,ANZ,ANZ,WBC,ANZ,ANZ,ANZ,ANZ,SPL,ASL,ERA,SDL,CDU,SMX,SLR,SLR,PDN,NXT,,BCI,VET,HZN,HZN,MGX,MGX,MGX,LYC,SXY,SXY,BKN,DLS,BKN,BKN,BBG,TEN,AWE,LNG,WHC,VRL,VRL,PRG,VRL,CVO,IPH,JHC,JHC,JHC,EHE,JHC,JHC,JHC,VRT,FXL,GXL,REG,REG,REG,REG,GXL,MYR,HT1,AHY,AHY,API,EHE,EHE,AHG,GTY,SYR,SYR,SYR,SYR,API,SWM,API,API,API,ALG,GXY,PNI,ORE,HUB,MYX,NHC,EHE,PNI,OML,OML,NHC,COE,WSA,SFR,GWA,GWA,ASB,RSG,RSG,WGX,NXL,NWH,GEM,GEM,NWH,NEA,MSB,RBL,SKC
CBA,CBA,,,,,CBA,CBA,CBA,CBA,BHP,,,,,CBA,,BHP,CBA,BHP,CBA,WBC,CBA,BHP,ANZ,WBC,WBC,WBC,WBC,CBA,WBC,WBC,WBC,WBC,KCN,SLR,CDU,ERA,EWC,SLR,AQP,ACR,TRS,,,LYC,BCI,LYC,MGX,AGO,AGO,LYC,MGX,VAH,AGO,AGO,BKN,SXY,SXY,,A2B,TEN,AWE,PRG,PRG,ASB,ASB,CVO,EHE,JHC,HT1,IPH,VRT,VRT,VRT,VRT,VRT,FXL,SKT,VRT,JHC,GXL,GXL,GXL,AAC,AAC,AAC,INM,API,GTY,ASL,IFN,EHE,IFN,IFN,IFN,WSA,API,EHL,EHL,EHL,EHL,WSA,GXY,ALG,PLS,PLS,ORE,PNI,EHE,NHC,EHE,MMS,SXL,ORE,NHC,COE,COE,URW,TGR,BVS,BVS,TGR,ASB,ASB,RSG,WGX,NWH,GEM,KGN,URW,OBL,SPK
BHP,BHP,,,,,BHP,,BHP,,,,,,,,,,BHP,,BHP,CBA,BHP,,WBC,CBA,CBA,BHP,BHP,BHP,BHP,BHP,BHP,BHP,FWD,FGE,SDL,ASL,SDL,ASL,ACR,FGE,NWH,,,MML,MML,,AGO,HZN,HZN,AGO,AGO,CWP,AMM1,,SXY,,,,AWE,WHC,TEN,SHV,SHV,MSB,CVO,ASB,VRL,OFX,OFX,OFX,BAL,ACX,BAL,BAL,BAL,BAL,VRT,SKT,SKT,JHC,FXL,AAC,HT1,HT1,MYR,IFN,GXL,GXL,IFN,SIG,IFN,AHG,AHG,EHE,IFN,IFN,SYR,SYR,SYR,SYR,ALG,ECX,EHL,GXY,GXY,PLS,EHE,JIN,MYX,PLS,EHE,NHC,OML,OML,NHC,URW,AVH,AVH,TGR,TGR,BVS,PRN,PRN,NXL,NWH,RBL,WGX,OBL,KGN,NEA,URW
,,,,,,,,,,,,,,,,,,,,,BHP,,,CBA,BHP,BHP,CBA,CBA,,CBA,CBA,,,BBG,,SLR,CDU,,FGE,,,,,,,JAC,,VET,VET,,,,,,,,,,,,SGH,SGH,LNG,LNG,LNG,,MSB,,EHE,EHE,,EHE,BAL,ISD,,ISD,ISD,,ISD,ISD,FXL,HT1,FXL,RFG,RFG,,GXL,RFG,,GXL,GXL,GXL,EHE,EHE,AHG,AHG,AHG,IFN,ECX,ECX,ECX,ECX,SDA,SDA,SDA,,,PLS,PLS,PLS,OML,PLS,PLS,SXL,SXL,SXL,WSA,COE,COE,SSM,SSM,,,RSG,PRN,NXL,WGX,NXL,,OBL,KGN,MSB
